,Unnamed: 0,aX,aY,aZ,gX,gY,gZ
18953,18953,0.83,-0.39,-0.07,-15.99,-15.62,-16.72
18954,18954,0.82,-0.37,-0.09,-23.07,-31.25,-16.72
18955,18955,0.82,-0.36,-0.12,-32.65,-31.25,-16.72
18956,18956,0.83,-0.35,-0.15,-41.26,-46.88,-16.72
18957,18957,0.83,-0.35,-0.17,-51.88,-46.88,-16.72
18958,18958,0.84,-0.35,-0.2,-61.71,-62.5,-16.72
18959,18959,0.84,-0.37,-0.22,-70.37,-62.5,-16.72
18960,18960,0.86,-0.39,-0.24,-76.72,-78.12,-16.72
18961,18961,0.88,-0.4,-0.26,-79.9,-78.12,-16.72
18962,18962,0.94,-0.45,-0.29,-76.48,-93.75,-16.78
18963,18963,1.03,-0.52,-0.32,-68.24,-109.38,-16.78
18964,18964,1.13,-0.6,-0.34,-57.19,-125.0,-16.78
18965,18965,1.21,-0.66,-0.37,-44.49,-125.0,-16.78
18966,18966,1.27,-0.67,-0.38,-29.48,-125.0,-16.78
18967,18967,1.29,-0.66,-0.37,-13.85,-109.38,-16.78
18968,18968,1.26,-0.64,-0.38,2.99,-109.38,-16.78
18969,18969,1.21,-0.6,-0.37,21.24,-109.38,-16.78
18970,18970,1.12,-0.54,-0.36,43.46,-93.75,-16.78
18971,18971,1.02,-0.53,-0.36,68.97,-93.75,-16.78
18972,18972,0.93,-0.51,-0.39,93.08,-78.12,-16.78
18973,18973,0.85,-0.48,-0.41,115.66,-78.12,-16.78
18974,18974,0.76,-0.44,-0.44,134.34,-62.5,-16.78
18975,18975,0.69,-0.41,-0.44,147.71,-62.5,-16.78
18976,18976,0.64,-0.38,-0.41,156.19,-62.5,-16.78
18977,18977,0.65,-0.34,-0.37,160.89,-62.5,-16.78
18978,18978,0.73,-0.33,-0.39,165.53,-78.12,-16.78
18979,18979,0.92,-0.35,-0.44,175.11,-78.12,-16.78
18980,18980,1.12,-0.35,-0.54,185.3,-78.12,-16.78
18981,18981,1.37,-0.36,-0.54,194.15,-78.12,-16.78
18982,18982,1.62,-0.32,-0.66,210.21,-62.5,-16.78
18983,18983,1.85,-0.25,-0.6,209.9,-31.25,-16.78
18984,18984,2.01,-0.13,-0.57,203.92,-15.62,-16.78
18985,18985,2.07,-0.05,-0.55,193.85,15.62,-16.78
18986,18986,2.07,-0.01,-0.55,183.11,46.88,-16.78
18987,18987,2.03,0.0,-0.53,172.67,78.12,-16.78
18988,18988,1.97,0.02,-0.5,161.99,93.75,-16.78
18989,18989,1.91,0.05,-0.47,151.92,109.38,-16.78
18990,18990,1.87,0.07,-0.45,140.44,109.38,-16.78
18991,18991,1.86,0.1,-0.44,128.91,109.38,-16.78
18992,18992,1.86,0.11,-0.44,115.97,125.0,-16.78
18993,18993,1.85,0.12,-0.43,103.15,125.0,-16.78
18994,18994,1.83,0.12,-0.41,91.06,140.62,-16.78
18995,18995,1.79,0.12,-0.41,81.12,140.62,-16.78
18996,18996,1.76,0.12,-0.42,73.36,140.62,-16.85
18997,18997,1.73,0.11,-0.42,66.22,140.62,-16.85
18998,18998,1.67,0.1,-0.44,57.8,156.25,-16.85
18999,18999,1.64,0.1,-0.42,55.18,156.25,-16.85
19000,19000,1.61,0.09,-0.42,51.64,156.25,-16.85
19001,19001,1.57,0.1,-0.4,46.02,171.88,-16.85
19002,19002,1.53,0.08,-0.37,42.48,171.88,-16.85
19003,19003,1.48,0.07,-0.35,37.23,171.88,-16.85
19004,19004,1.42,0.06,-0.32,32.1,171.88,-16.85
19005,19005,1.37,0.04,-0.29,27.47,171.88,-16.85
19006,19006,1.31,0.04,-0.27,23.13,171.88,-16.85
19007,19007,1.28,0.04,-0.25,18.8,171.88,-16.85
19008,19008,1.23,0.04,-0.24,15.14,171.88,-16.85
19009,19009,1.19,0.05,-0.23,11.78,171.88,-16.85
19010,19010,1.15,0.05,-0.22,8.42,171.88,-16.85
19011,19011,1.1,0.07,-0.22,4.94,171.88,-16.85
19012,19012,1.06,0.08,-0.22,0.98,171.88,-16.85
19013,19013,1.02,0.09,-0.21,-5.25,171.88,-16.85
19014,19014,0.98,0.1,-0.22,-9.16,171.88,-16.85
19015,19015,0.94,0.08,-0.21,-10.56,171.88,-16.85
19016,19016,0.91,0.06,-0.2,-10.38,171.88,-16.85
19017,19017,0.87,0.04,-0.19,-8.73,156.25,-16.85
19018,19018,0.83,0.04,-0.18,-7.57,156.25,-16.85
19019,19019,0.8,0.04,-0.18,-7.87,156.25,-16.85
19020,19020,0.77,0.04,-0.18,-7.39,156.25,-16.85
19021,19021,0.74,0.04,-0.17,-8.67,140.62,-16.85
19022,19022,0.72,0.03,-0.16,-8.73,140.62,-16.85
19023,19023,0.7,0.03,-0.15,-7.2,140.62,-16.85
19024,19024,0.67,0.02,-0.14,-4.46,125.0,-16.85
19025,19025,0.65,0.0,-0.13,1.46,125.0,-16.85
19026,19026,0.62,-0.0,-0.11,8.67,125.0,-16.85
19027,19027,0.6,0.0,-0.08,15.01,109.38,-16.85
19028,19028,0.56,0.02,-0.06,19.17,109.38,-16.85
19029,19029,0.54,0.03,-0.06,22.52,109.38,-16.91
19030,19030,0.51,0.04,-0.07,23.93,93.75,-16.91
19031,19031,0.5,0.04,-0.06,24.66,78.12,-16.91
19032,19032,0.5,0.04,-0.06,25.39,78.12,-16.91
19033,19033,0.5,0.03,-0.07,26.92,62.5,-16.91
19034,19034,0.52,0.0,-0.07,28.56,46.88,-16.91
19035,19035,0.54,-0.01,-0.08,32.59,46.88,-16.91
19036,19036,0.56,-0.03,-0.08,36.68,31.25,-16.91
19037,19037,0.58,-0.05,-0.09,42.54,15.62,-16.91
19038,19038,0.6,-0.06,-0.1,44.19,15.62,-16.91
19039,19039,0.61,-0.04,-0.12,44.62,0.0,-16.91
19040,19040,0.62,-0.03,-0.13,40.47,0.0,-16.91
19041,19041,0.63,-0.01,-0.14,33.08,-15.62,-16.91
19042,19042,0.66,-0.01,-0.18,15.81,-31.25,-16.91
19043,19043,0.69,-0.03,-0.16,12.57,-46.88,-16.91
19044,19044,0.74,-0.06,-0.11,8.67,-62.5,-16.91
19045,19045,0.81,-0.06,-0.05,3.78,-78.12,-16.91
19046,19046,0.9,-0.06,-0.02,-3.23,-93.75,-16.91
19047,19047,1.0,-0.06,0.02,-12.76,-109.38,-16.91
19048,19048,1.12,-0.07,0.04,-23.8,-125.0,-16.91
19049,19049,1.24,-0.07,0.05,-36.44,-125.0,-16.91
19050,19050,1.33,-0.09,0.05,-47.24,-140.62,-16.91
19051,19051,1.4,-0.13,0.04,-55.85,-140.62,-16.91
19052,19052,1.44,-0.16,0.04,-62.07,-156.25,-16.91
19053,19053,1.47,-0.19,0.05,-68.91,-156.25,-16.91
19054,19054,1.51,-0.2,0.05,-76.42,-171.88,-16.91
19055,19055,1.56,-0.21,0.03,-85.51,-187.5,-16.91
19056,19056,1.6,-0.22,0.01,-95.83,-187.5,-16.91
19057,19057,1.63,-0.23,-0.01,-104.61,-187.5,-16.91
19058,19058,1.67,-0.24,-0.04,-113.28,-203.12,-16.91
19059,19059,1.7,-0.23,-0.06,-121.89,-203.12,-16.91
19060,19060,1.72,-0.22,-0.07,-131.16,-203.12,-16.91
19061,19061,1.71,-0.19,-0.08,-141.91,-203.12,-16.91
19062,19062,1.7,-0.18,-0.07,-154.3,-187.5,-16.91
19063,19063,1.69,-0.19,-0.04,-165.34,-187.5,-16.97
19064,19064,1.68,-0.19,0.01,-174.74,-187.5,-16.97
19065,19065,1.68,-0.21,0.05,-183.29,-187.5,-16.97
19066,19066,1.69,-0.23,0.09,-188.54,-187.5,-16.97
19067,19067,1.71,-0.24,0.12,-193.05,-187.5,-16.97
19068,19068,1.75,-0.25,0.14,-195.37,-187.5,-16.97
19069,19069,1.78,-0.27,0.15,-198.43,-171.88,-16.97
19070,19070,1.81,-0.28,0.14,-201.11,-171.88,-16.97
19071,19071,1.82,-0.29,0.13,-205.44,-156.25,-16.97
19072,19072,1.81,-0.3,0.11,-210.88,-156.25,-16.97
19073,19073,1.78,-0.3,0.08,-216.43,-140.62,-16.97
19074,19074,1.75,-0.31,0.08,-222.29,-125.0,-16.97
19075,19075,1.71,-0.31,0.09,-230.22,-125.0,-16.97
19076,19076,1.66,-0.3,0.09,-240.6,-109.38,-16.97
19077,19077,1.6,-0.28,0.09,-253.85,-109.38,-16.97
19078,19078,1.54,-0.26,0.1,-268.31,-93.75,-16.97
19079,19079,1.48,-0.23,0.11,-284.55,-93.75,-16.97
19080,19080,1.42,-0.21,0.09,-300.11,-78.12,-16.97
19081,19081,1.37,-0.2,0.09,-313.17,-78.12,-16.97
19082,19082,1.33,-0.19,0.08,-324.89,-62.5,-16.97
19083,19083,1.29,-0.19,0.09,-334.84,-62.5,-16.97
19084,19084,1.25,-0.18,0.08,-345.7,-62.5,-16.97
19085,19085,1.21,-0.17,0.07,-355.96,-62.5,-16.97
19086,19086,1.18,-0.18,0.08,-367.55,-46.88,-16.97
19087,19087,1.15,-0.19,0.08,-377.93,-46.88,-16.97
19088,19088,1.12,-0.2,0.08,-387.27,-46.88,-16.97
19089,19089,1.1,-0.23,0.1,-394.29,-46.88,-16.97
19090,19090,1.08,-0.25,0.12,-398.93,-31.25,-16.97
19091,19091,1.05,-0.28,0.12,-401.49,-31.25,-16.97
19092,19092,1.02,-0.29,0.13,-402.22,-31.25,-16.97
19093,19093,1.0,-0.31,0.12,-400.45,-31.25,-16.97
19094,19094,0.98,-0.32,0.13,-396.12,-31.25,-16.97
19095,19095,0.97,-0.36,0.15,-387.27,-15.62,-16.97
19096,19096,0.95,-0.39,0.18,-373.41,-15.62,-16.97
19097,19097,0.93,-0.45,0.19,-353.39,-15.62,-17.03
19098,19098,0.91,-0.49,0.18,-330.38,-15.62,-17.03
19099,19099,0.89,-0.52,0.14,-301.64,-31.25,-17.03
19100,19100,0.88,-0.54,0.08,-271.06,-31.25,-17.03
19101,19101,0.88,-0.56,0.02,-239.26,-31.25,-17.03
19102,19102,0.9,-0.58,-0.05,-203.74,-46.88,-17.03
19103,19103,0.92,-0.58,-0.1,-169.8,-46.88,-17.03
19104,19104,0.94,-0.58,-0.17,-135.19,-46.88,-17.03
19105,19105,0.95,-0.57,-0.23,-104.61,-62.5,-17.03
19106,19106,0.93,-0.54,-0.28,-75.62,-62.5,-17.03
19107,19107,0.91,-0.49,-0.3,-53.28,-62.5,-17.03
19108,19108,0.89,-0.45,-0.31,-33.2,-62.5,-17.03
19109,19109,0.87,-0.43,-0.31,-17.76,-78.12,-17.03
19110,19110,0.84,-0.44,-0.31,-1.1,-78.12,-17.03
19111,19111,0.82,-0.46,-0.33,15.14,-93.75,-17.03
19112,19112,0.79,-0.49,-0.38,34.3,-93.75,-17.03
19113,19113,0.77,-0.49,-0.44,52.55,-109.38,-17.03
19114,19114,0.78,-0.48,-0.52,69.76,-109.38,-17.03
19115,19115,0.82,-0.47,-0.61,86.43,-125.0,-17.03
19116,19116,0.88,-0.47,-0.73,104.74,-125.0,-17.03
19117,19117,0.97,-0.47,-0.78,122.38,-125.0,-17.03
19118,19118,1.03,-0.45,-0.79,136.66,-125.0,-17.03
19119,19119,1.06,-0.42,-0.76,147.71,-125.0,-17.03
19120,19120,1.05,-0.41,-0.77,159.61,-109.38,-17.03
19121,19121,1.04,-0.38,-0.73,164.37,-109.38,-17.03
19122,19122,1.03,-0.35,-0.68,163.64,-93.75,-17.03
19123,19123,1.01,-0.31,-0.65,156.8,-93.75,-17.03
19124,19124,1.01,-0.26,-0.62,145.45,-78.12,-17.03
19125,19125,1.0,-0.18,-0.6,128.78,-62.5,-17.03
19126,19126,1.0,-0.1,-0.56,106.75,-62.5,-17.03
19127,19127,1.03,-0.05,-0.55,86.73,-62.5,-17.03
19128,19128,1.14,-0.04,-0.59,66.47,-62.5,-17.03
19129,19129,1.3,-0.02,-0.59,44.74,-46.88,-17.03
19130,19130,1.37,0.0,-0.58,21.85,-31.25,-17.03
19131,19131,1.35,-0.0,-0.58,4.09,-15.62,-17.09
19132,19132,1.29,-0.04,-0.57,-9.09,0.0,-17.09
19133,19133,1.25,-0.07,-0.54,-19.17,15.62,-17.09
19134,19134,1.23,-0.1,-0.54,-26.31,15.62,-17.09
19135,19135,1.24,-0.14,-0.54,-31.19,15.62,-17.09
19136,19136,1.25,-0.18,-0.55,-35.1,31.25,-17.09
19137,19137,1.23,-0.2,-0.54,-37.35,31.25,-17.09
19138,19138,1.19,-0.22,-0.53,-39.37,46.88,-17.09
19139,19139,1.13,-0.25,-0.52,-37.48,46.88,-17.09
19140,19140,1.08,-0.27,-0.51,-33.26,46.88,-17.09
19141,19141,1.02,-0.28,-0.48,-25.33,46.88,-17.09
19142,19142,0.96,-0.3,-0.42,-4.15,46.88,-17.09
19143,19143,0.96,-0.3,-0.38,8.48,46.88,-17.09
19144,19144,0.99,-0.3,-0.34,21.24,46.88,-17.09
19145,19145,1.04,-0.3,-0.31,35.1,46.88,-17.09
19146,19146,1.12,-0.3,-0.27,50.11,46.88,-17.09
19147,19147,1.19,-0.31,-0.24,64.39,46.88,-17.09
19148,19148,1.27,-0.32,-0.2,80.44,46.88,-17.09
19149,19149,1.34,-0.32,-0.18,95.7,46.88,-17.09
19150,19150,1.45,-0.34,-0.16,116.76,46.88,-17.09
19151,19151,1.5,-0.34,-0.14,129.52,46.88,-17.09
19152,19152,1.59,-0.34,-0.12,146.0,46.88,-17.09
19153,19153,1.67,-0.33,-0.11,160.77,62.5,-17.09
19154,19154,1.72,-0.32,-0.09,173.22,78.12,-17.09
19155,19155,1.74,-0.29,-0.06,183.53,78.12,-17.09
19156,19156,1.74,-0.26,-0.05,189.27,93.75,-17.09
19157,19157,1.71,-0.22,-0.04,191.83,109.38,-17.09
19158,19158,1.68,-0.2,-0.02,192.5,109.38,-17.09
19159,19159,1.65,-0.18,-0.02,190.55,109.38,-17.09
19160,19160,1.61,-0.16,-0.02,186.58,125.0,-17.09
19161,19161,1.59,-0.14,-0.02,180.6,125.0,-17.09
19162,19162,1.56,-0.11,-0.01,171.57,125.0,-17.09
19163,19163,1.54,-0.09,-0.02,160.64,125.0,-17.09
19164,19164,1.5,-0.06,-0.02,146.3,125.0,-17.15
19165,19165,1.46,-0.05,-0.02,131.35,125.0,-17.15
19166,19166,1.42,-0.03,-0.02,114.5,125.0,-17.15
19167,19167,1.38,-0.02,-0.03,97.35,140.62,-17.15
19168,19168,1.33,-0.02,-0.02,78.37,140.62,-17.15
19169,19169,1.27,-0.01,-0.04,60.3,140.62,-17.15
19170,19170,1.22,-0.02,-0.04,43.03,125.0,-17.15
19171,19171,1.17,-0.02,-0.03,26.43,125.0,-17.15
19172,19172,1.13,-0.03,-0.01,9.64,125.0,-17.15
19173,19173,1.1,-0.03,-0.01,-7.81,125.0,-17.15
19174,19174,1.07,-0.03,0.0,-23.38,125.0,-17.15
19175,19175,1.04,-0.05,-0.0,-37.35,109.38,-17.15
19176,19176,1.03,-0.06,0.0,-49.26,109.38,-17.15
19177,19177,1.02,-0.08,-0.01,-58.65,109.38,-17.15
19178,19178,1.02,-0.1,-0.0,-64.7,93.75,-17.15
19179,19179,1.02,-0.12,-0.02,-69.21,93.75,-17.15
19180,19180,1.01,-0.14,-0.03,-70.43,93.75,-17.15
19181,19181,1.0,-0.15,-0.04,-69.21,93.75,-17.15
19182,19182,0.99,-0.16,-0.05,-67.32,78.12,-17.15
19183,19183,0.98,-0.17,-0.06,-63.66,78.12,-17.15
19184,19184,0.98,-0.18,-0.06,-58.59,78.12,-17.15
19185,19185,0.98,-0.19,-0.05,-52.73,78.12,-17.15
19186,19186,0.97,-0.21,-0.05,-44.25,62.5,-17.15
19187,19187,0.96,-0.22,-0.05,-36.07,62.5,-17.15
19188,19188,0.95,-0.22,-0.05,-25.21,62.5,-17.15
19189,19189,0.95,-0.22,-0.05,-14.04,62.5,-17.15
19190,19190,0.91,-0.2,-0.04,7.69,62.5,-17.15
19191,19191,0.89,-0.18,-0.04,14.53,62.5,-17.15
19192,19192,0.87,-0.15,-0.03,21.3,46.88,-17.15
19193,19193,0.85,-0.13,-0.04,25.57,46.88,-17.15
19194,19194,0.82,-0.11,-0.04,28.32,46.88,-17.15
19195,19195,0.81,-0.09,-0.04,29.72,46.88,-17.15
19196,19196,0.79,-0.08,-0.05,31.43,46.88,-17.15
19197,19197,0.78,-0.07,-0.05,31.62,31.25,-17.21
19198,19198,0.76,-0.06,-0.06,30.09,31.25,-17.21
19199,19199,0.75,-0.05,-0.06,27.16,31.25,-17.21
19200,19200,0.74,-0.04,-0.07,25.02,31.25,-17.21
19201,19201,0.73,-0.02,-0.09,21.97,15.62,-17.21
19202,19202,0.72,-0.01,-0.09,20.57,15.62,-17.21
19203,19203,0.71,-0.01,-0.11,20.08,15.62,-17.21
19204,19204,0.69,-0.02,-0.12,20.69,0.0,-17.21
19205,19205,0.67,-0.03,-0.13,22.58,0.0,-17.21
19206,19206,0.66,-0.02,-0.14,24.6,-15.62,-17.21
19207,19207,0.68,-0.01,-0.16,26.43,-15.62,-17.21
19208,19208,0.73,-0.02,-0.17,26.06,-31.25,-17.21
19209,19209,0.8,-0.02,-0.16,24.41,-46.88,-17.21
19210,19210,0.85,-0.05,-0.19,22.46,-46.88,-17.21
19211,19211,0.88,-0.09,-0.2,19.65,-62.5,-17.21
19212,19212,0.86,-0.1,-0.22,18.68,-62.5,-17.21
19213,19213,0.84,-0.12,-0.23,15.87,-62.5,-17.21
19214,19214,0.83,-0.12,-0.24,11.66,-78.12,-17.21
19215,19215,0.84,-0.12,-0.26,7.02,-93.75,-17.21
19216,19216,0.86,-0.11,-0.27,1.04,-93.75,-17.21
19217,19217,0.88,-0.11,-0.28,-6.77,-93.75,-17.21
19218,19218,0.9,-0.11,-0.3,-13.85,-109.38,-17.21
19219,19219,0.91,-0.11,-0.3,-22.22,-109.38,-17.21
19220,19220,0.91,-0.09,-0.3,-30.76,-109.38,-17.21
19221,19221,0.92,-0.09,-0.3,-39.61,-109.38,-17.21
19222,19222,0.93,-0.07,-0.3,-49.01,-109.38,-17.21
19223,19223,0.95,-0.06,-0.28,-58.47,-109.38,-17.21
19224,19224,0.99,-0.04,-0.26,-68.66,-125.0,-17.21
19225,19225,1.04,-0.03,-0.24,-78.67,-125.0,-17.21
19226,19226,1.12,-0.03,-0.22,-87.89,-125.0,-17.21
19227,19227,1.22,-0.02,-0.19,-96.68,-125.0,-17.21
19228,19228,1.32,-0.02,-0.16,-104.8,-125.0,-17.21
19229,19229,1.42,-0.02,-0.14,-111.27,-125.0,-17.21
19230,19230,1.5,-0.02,-0.11,-117.19,-109.38,-17.21
19231,19231,1.57,-0.02,-0.09,-120.3,-109.38,-17.27
19232,19232,1.64,-0.03,-0.06,-123.9,-109.38,-17.27
19233,19233,1.7,-0.06,-0.04,-129.76,-93.75,-17.27
19234,19234,1.77,-0.11,-0.03,-135.5,-93.75,-17.27
19235,19235,1.81,-0.18,-0.02,-139.53,-93.75,-17.27
19236,19236,1.85,-0.25,-0.03,-142.09,-78.12,-17.27
19237,19237,1.85,-0.31,-0.06,-142.46,-62.5,-17.27
19238,19238,1.83,-0.36,-0.1,-140.44,-62.5,-17.27
19239,19239,1.77,-0.4,-0.16,-134.28,-46.88,-17.27
19240,19240,1.71,-0.42,-0.2,-127.93,-46.88,-17.27
19241,19241,1.62,-0.42,-0.2,-126.71,-31.25,-17.27
19242,19242,1.53,-0.39,-0.2,-127.08,-31.25,-17.27
19243,19243,1.45,-0.36,-0.14,-134.46,-15.62,-17.27
19244,19244,1.29,-0.3,-0.0,-154.3,-15.62,-17.27
19245,19245,1.14,-0.33,-0.07,-159.55,-31.25,-17.27
19246,19246,1.05,-0.4,-0.14,-159.97,-31.25,-17.27
19247,19247,1.05,-0.42,-0.2,-154.97,-46.88,-17.27
19248,19248,1.09,-0.4,-0.24,-151.49,-46.88,-17.27
19249,19249,1.12,-0.32,-0.27,-151.37,-46.88,-17.27
19250,19250,1.1,-0.26,-0.28,-155.94,-31.25,-17.27
19251,19251,1.07,-0.24,-0.25,-162.66,-31.25,-17.27
19252,19252,1.05,-0.25,-0.22,-168.7,-31.25,-17.27
19253,19253,1.03,-0.27,-0.19,-172.24,-31.25,-17.27
19254,19254,1.03,-0.3,-0.15,-172.36,-31.25,-17.27
19255,19255,1.03,-0.33,-0.11,-168.88,-31.25,-17.27
19256,19256,1.02,-0.36,-0.08,-162.11,-15.62,-17.27
19257,19257,1.01,-0.38,-0.06,-153.14,-15.62,-17.27
19258,19258,0.99,-0.39,-0.04,-144.78,-15.62,-17.27
19259,19259,0.97,-0.4,-0.04,-133.36,-15.62,-17.27
19260,19260,0.95,-0.41,-0.05,-121.4,-15.62,-17.27
19261,19261,0.93,-0.43,-0.04,-108.58,0.0,-17.27
19262,19262,0.92,-0.45,-0.05,-94.3,0.0,-17.27
19263,19263,0.91,-0.46,-0.06,-77.94,0.0,-17.27
19264,19264,0.88,-0.47,-0.09,-60.85,0.0,-17.27
19265,19265,0.86,-0.48,-0.09,-43.58,0.0,-17.33
19266,19266,0.84,-0.48,-0.11,-27.16,0.0,-17.33
19267,19267,0.83,-0.48,-0.12,-12.08,0.0,-17.33
19268,19268,0.82,-0.48,-0.16,2.38,-15.62,-17.33
19269,19269,0.82,-0.47,-0.17,14.83,-15.62,-17.33
19270,19270,0.84,-0.47,-0.22,25.63,-15.62,-17.33
19271,19271,0.86,-0.46,-0.24,34.36,-15.62,-17.33
19272,19272,0.88,-0.46,-0.27,42.24,-31.25,-17.33
19273,19273,0.9,-0.47,-0.29,49.19,-31.25,-17.33
19274,19274,0.91,-0.47,-0.31,57.31,-31.25,-17.33
19275,19275,0.93,-0.48,-0.32,64.82,-31.25,-17.33
19276,19276,0.95,-0.49,-0.35,73.61,-46.88,-17.33
19277,19277,0.95,-0.5,-0.35,83.13,-46.88,-17.33
19278,19278,0.97,-0.51,-0.35,91.98,-46.88,-17.33
19279,19279,1.0,-0.52,-0.35,101.62,-46.88,-17.33
19280,19280,1.02,-0.53,-0.35,110.72,-46.88,-17.33
19281,19281,1.05,-0.54,-0.34,120.61,-46.88,-17.33
19282,19282,1.07,-0.54,-0.32,130.0,-46.88,-17.33
19283,19283,1.08,-0.53,-0.27,137.51,-46.88,-17.33
19284,19284,1.09,-0.5,-0.23,144.23,-46.88,-17.33
19285,19285,1.15,-0.56,-0.29,162.72,-62.5,-17.33
19286,19286,1.28,-0.61,-0.31,182.37,-62.5,-17.33
19287,19287,1.43,-0.61,-0.3,199.34,-62.5,-17.33
19288,19288,1.54,-0.58,-0.31,213.2,-46.88,-17.33
19289,19289,1.58,-0.53,-0.3,223.08,-31.25,-17.33
19290,19290,1.54,-0.48,-0.27,229.49,0.0,-17.33
19291,19291,1.46,-0.43,-0.25,232.24,0.0,-17.33
19292,19292,1.38,-0.38,-0.22,235.35,15.62,-17.33
19293,19293,1.34,-0.34,-0.21,236.02,31.25,-17.33
19294,19294,1.32,-0.3,-0.19,234.8,31.25,-17.33
19295,19295,1.29,-0.27,-0.19,231.75,46.88,-17.33
19296,19296,1.25,-0.24,-0.18,228.03,62.5,-17.33
19297,19297,1.2,-0.23,-0.17,223.69,78.12,-17.33
19298,19298,1.16,-0.22,-0.16,220.7,78.12,-17.33
19299,19299,1.14,-0.2,-0.13,219.06,78.12,-17.4
19300,19300,1.14,-0.2,-0.1,219.18,93.75,-17.4
19301,19301,1.17,-0.19,-0.09,220.46,93.75,-17.4
19302,19302,1.22,-0.17,-0.06,221.74,93.75,-17.4
19303,19303,1.27,-0.15,-0.05,223.33,93.75,-17.4
19304,19304,1.33,-0.15,-0.04,224.37,109.38,-17.4
19305,19305,1.4,-0.15,-0.03,224.79,109.38,-17.4
19306,19306,1.46,-0.16,-0.03,224.91,109.38,-17.4
19307,19307,1.55,-0.17,-0.05,224.98,125.0,-17.4
19308,19308,1.62,-0.19,-0.05,225.28,125.0,-17.4
19309,19309,1.71,-0.21,-0.06,226.26,140.62,-17.4
19310,19310,1.77,-0.22,-0.06,226.75,140.62,-17.4
19311,19311,1.82,-0.23,-0.03,225.83,156.25,-17.4
19312,19312,1.87,-0.24,0.01,220.7,156.25,-17.4
19313,19313,1.88,-0.24,0.01,218.44,171.88,-17.4
19314,19314,1.88,-0.24,0.02,214.9,171.88,-17.4
19315,19315,1.84,-0.22,0.03,209.96,171.88,-17.4
19316,19316,1.77,-0.2,0.08,201.54,187.5,-17.4
19317,19317,1.64,-0.14,0.19,185.97,187.5,-17.4
19318,19318,1.5,-0.1,0.17,173.1,187.5,-17.4
19319,19319,1.4,-0.1,0.18,160.1,187.5,-17.4
19320,19320,1.34,-0.1,0.18,144.9,171.88,-17.4
19321,19321,1.3,-0.08,0.19,128.36,171.88,-17.4
19322,19322,1.27,-0.06,0.16,111.33,171.88,-17.4
19323,19323,1.23,-0.04,0.14,92.1,171.88,-17.4
19324,19324,1.2,-0.03,0.12,70.68,171.88,-17.4
19325,19325,1.17,-0.03,0.11,47.85,156.25,-17.4
19326,19326,1.15,-0.03,0.09,25.88,156.25,-17.4
19327,19327,1.15,-0.05,0.08,5.19,156.25,-17.4
19328,19328,1.15,-0.06,0.08,-15.38,156.25,-17.4
19329,19329,1.14,-0.09,0.09,-53.04,156.25,-17.4
19330,19330,1.13,-0.1,0.1,-67.5,156.25,-17.4
19331,19331,1.12,-0.12,0.11,-81.12,156.25,-17.4
19332,19332,1.09,-0.13,0.13,-91.8,156.25,-17.46
19333,19333,1.08,-0.15,0.14,-101.26,140.62,-17.46
19334,19334,1.07,-0.16,0.15,-106.75,140.62,-17.46
19335,19335,1.06,-0.18,0.16,-110.66,140.62,-17.46
19336,19336,1.05,-0.2,0.16,-111.02,140.62,-17.46
19337,19337,1.04,-0.22,0.16,-107.97,140.62,-17.46
19338,19338,1.03,-0.23,0.17,-103.76,125.0,-17.46
19339,19339,1.02,-0.24,0.17,-98.57,125.0,-17.46
19340,19340,1.01,-0.25,0.17,-92.96,125.0,-17.46
19341,19341,1.0,-0.24,0.17,-87.1,125.0,-17.46
19342,19342,0.99,-0.24,0.16,-81.73,109.38,-17.46
19343,19343,0.97,-0.23,0.16,-76.84,109.38,-17.46
19344,19344,0.95,-0.22,0.15,-73.24,109.38,-17.46
19345,19345,0.92,-0.21,0.14,-71.41,109.38,-17.46
19346,19346,0.91,-0.21,0.12,-68.48,93.75,-17.46
19347,19347,0.9,-0.21,0.12,-63.05,93.75,-17.46
19348,19348,0.88,-0.21,0.12,-58.59,78.12,-17.46
19349,19349,0.86,-0.21,0.11,-53.47,78.12,-17.46
19350,19350,0.84,-0.2,0.1,-49.5,62.5,-17.46
19351,19351,0.81,-0.16,0.08,-45.17,46.88,-17.46
19352,19352,0.79,-0.15,0.08,-43.58,46.88,-17.46
19353,19353,0.78,-0.15,0.08,-41.81,31.25,-17.46
19354,19354,0.76,-0.16,0.06,-39.25,31.25,-17.46
19355,19355,0.75,-0.17,0.07,-33.69,15.62,-17.46
19356,19356,0.73,-0.19,0.06,-26.37,0.0,-17.46
19357,19357,0.72,-0.2,0.05,-15.81,0.0,-17.46
19358,19358,0.71,-0.21,0.03,-2.08,-15.62,-17.46
19359,19359,0.7,-0.22,0.01,10.99,-15.62,-17.46
19360,19360,0.69,-0.2,0.0,23.8,-31.25,-17.46
19361,19361,0.71,-0.18,-0.01,36.74,-46.88,-17.46
19362,19362,0.74,-0.16,-0.02,47.73,-62.5,-17.46
19363,19363,0.76,-0.13,-0.05,58.23,-62.5,-17.46
19364,19364,0.77,-0.09,-0.07,67.26,-78.12,-17.46
19365,19365,0.75,-0.06,-0.09,72.57,-78.12,-17.52
19366,19366,0.73,-0.0,-0.1,75.07,-78.12,-17.52
19367,19367,0.69,0.04,-0.09,73.3,-93.75,-17.52
