,Unnamed: 0,aX,aY,aZ,gX,gY,gZ
73564,73564,1.32,-0.22,-0.05,170.65,-78.12,-8.0
73565,73565,1.28,-0.18,-0.06,191.35,-78.12,-8.0
73566,73566,1.25,-0.14,-0.06,209.84,-62.5,-8.0
73567,73567,1.19,-0.09,-0.09,223.14,-62.5,-8.0
73568,73568,1.13,-0.06,-0.1,233.15,-46.88,-8.0
73569,73569,1.07,-0.05,-0.11,242.92,-46.88,-8.0
73570,73570,1.01,-0.02,-0.11,251.34,-46.88,-8.0
73571,73571,0.97,0.03,-0.13,256.59,-31.25,-8.0
73572,73572,0.93,0.1,-0.14,257.32,-31.25,-8.0
73573,73573,0.85,0.22,-0.21,254.39,-31.25,-8.0
73574,73574,0.82,0.26,-0.24,233.95,-31.25,-8.0
73575,73575,0.8,0.29,-0.28,220.03,-31.25,-8.0
73576,73576,0.78,0.31,-0.32,205.63,-31.25,-8.0
73577,73577,0.76,0.33,-0.35,191.04,-31.25,-8.0
73578,73578,0.75,0.32,-0.35,178.22,-31.25,-8.0
73579,73579,0.72,0.32,-0.35,166.56,-31.25,-8.0
73580,73580,0.71,0.33,-0.35,153.38,-31.25,-8.0
73581,73581,0.71,0.33,-0.33,139.16,-31.25,-8.0
73582,73582,0.73,0.33,-0.33,123.47,-31.25,-8.0
73583,73583,0.75,0.32,-0.31,106.57,-46.88,-8.0
73584,73584,0.8,0.31,-0.3,89.6,-46.88,-8.0
73585,73585,0.84,0.28,-0.29,74.04,-46.88,-8.0
73586,73586,0.89,0.26,-0.28,60.79,-46.88,-8.0
73587,73587,0.92,0.23,-0.26,48.34,-62.5,-8.0
73588,73588,0.95,0.2,-0.25,39.25,-62.5,-8.0
73589,73589,0.95,0.17,-0.25,29.91,-62.5,-8.0
73590,73590,0.95,0.14,-0.25,23.01,-62.5,-8.0
73591,73591,0.95,0.11,-0.25,15.08,-62.5,-8.0
73592,73592,0.95,0.09,-0.25,7.75,-62.5,-8.0
73593,73593,0.96,0.06,-0.26,1.1,-78.12,-8.0
73594,73594,0.97,0.03,-0.27,-5.68,-78.12,-8.0
73595,73595,0.99,0.01,-0.29,-10.56,-78.12,-8.0
73596,73596,1.0,-0.01,-0.31,-15.75,-93.75,-8.0
73597,73597,1.01,-0.01,-0.32,-21.06,-93.75,-8.06
73598,73598,1.02,-0.02,-0.34,-25.02,-93.75,-8.06
73599,73599,1.09,-0.03,-0.35,-32.17,-93.75,-8.06
73600,73600,1.16,-0.02,-0.36,-34.91,-93.75,-8.06
73601,73601,1.12,0.38,-0.7,-37.84,-78.12,-8.06
73602,73602,1.14,0.64,-0.5,-143.55,-93.75,-8.06
73603,73603,1.02,-0.71,-0.11,-184.08,-78.12,-8.06
73604,73604,1.17,-0.78,-0.27,-71.35,-109.38,-8.06
73605,73605,1.33,-0.11,-0.24,-55.42,-125.0,-8.06
73606,73606,1.26,0.04,-0.25,-22.09,-78.12,-8.06
73607,73607,1.0,0.09,-0.31,-20.45,-62.5,-8.06
73608,73608,0.99,0.09,-0.33,-76.78,-93.75,-8.06
73609,73609,1.31,-0.2,-0.25,-145.02,-156.25,-8.06
73610,73610,1.53,-0.29,-0.23,-159.18,-156.25,-8.06
73611,73611,1.52,-0.33,-0.23,-140.81,-93.75,-8.06
73612,73612,1.46,-0.47,-0.17,-139.53,-62.5,-8.06
73613,73613,1.42,-0.52,-0.15,-120.18,-46.88,-8.06
73614,73614,1.33,-0.32,-0.21,-83.86,-15.62,-8.06
73615,73615,1.37,-0.43,-0.17,-79.59,-31.25,-8.06
73616,73616,1.4,-0.61,-0.12,-61.95,-15.62,-8.06
73617,73617,1.34,-0.57,-0.1,-19.53,0.0,-8.06
73618,73618,1.28,-0.34,-0.34,17.21,0.0,-8.06
73619,73619,1.28,-0.38,-0.24,8.85,0.0,-8.06
73620,73620,1.36,-0.55,-0.17,7.39,-15.62,-8.06
73621,73621,1.28,-0.56,-0.19,30.46,0.0,-8.06
73622,73622,1.24,-0.48,-0.18,47.18,0.0,-8.06
73623,73623,1.2,-0.54,-0.16,54.5,0.0,-8.06
73624,73624,1.17,-0.44,-0.23,67.14,0.0,-8.06
73625,73625,1.17,-0.39,-0.18,55.85,15.62,-8.06
73626,73626,1.07,-0.5,-0.06,61.89,15.62,-8.06
73627,73627,1.06,-0.53,-0.03,67.69,15.62,-8.06
73628,73628,0.94,-0.53,-0.07,75.32,31.25,-8.06
73629,73629,0.95,-0.43,-0.19,91.67,15.62,-8.06
73630,73630,0.87,-0.41,-0.17,93.69,0.0,-8.12
73631,73631,0.96,-0.45,-0.1,110.96,0.0,-8.12
73632,73632,0.84,-0.4,-0.23,106.81,0.0,-8.12
73633,73633,1.05,-0.42,-0.21,120.3,-31.25,-8.12
73634,73634,1.16,-0.38,-0.19,127.56,-31.25,-8.12
73635,73635,1.03,-0.26,-0.21,142.33,0.0,-8.12
73636,73636,0.9,-0.18,-0.2,141.48,15.62,-8.12
73637,73637,0.89,-0.19,-0.21,128.05,-15.62,-8.12
73638,73638,0.94,-0.19,-0.24,114.07,-31.25,-8.12
73639,73639,0.99,-0.22,-0.24,98.33,-31.25,-8.12
73640,73640,1.02,-0.3,-0.23,84.05,-31.25,-8.12
73641,73641,1.05,-0.35,-0.23,74.71,-15.62,-8.12
73642,73642,1.05,-0.35,-0.23,69.58,-15.62,-8.12
73643,73643,1.03,-0.33,-0.22,66.59,-15.62,-8.12
73644,73644,1.01,-0.3,-0.23,59.69,-15.62,-8.12
73645,73645,1.01,-0.27,-0.25,47.85,-15.62,-8.12
73646,73646,1.0,-0.26,-0.25,31.98,0.0,-8.12
73647,73647,1.1,-0.36,-0.26,12.27,0.0,-8.12
73648,73648,1.21,-0.42,-0.28,-18.13,-31.25,-8.12
73649,73649,1.39,-0.53,-0.34,-13.49,-31.25,-8.12
73650,73650,1.36,-0.53,-0.35,31.19,0.0,-8.12
73651,73651,1.29,-0.51,-0.37,47.85,0.0,-8.12
73652,73652,1.21,-0.5,-0.36,64.39,15.62,-8.12
73653,73653,1.15,-0.49,-0.34,78.12,15.62,-8.12
73654,73654,1.1,-0.47,-0.33,91.43,31.25,-8.12
73655,73655,1.04,-0.45,-0.29,101.26,31.25,-8.12
73656,73656,0.98,-0.43,-0.26,110.41,31.25,-8.12
73657,73657,0.92,-0.41,-0.22,117.68,46.88,-8.12
73658,73658,0.89,-0.38,-0.17,124.63,46.88,-8.12
73659,73659,0.88,-0.34,-0.1,129.33,46.88,-8.12
73660,73660,0.9,-0.3,-0.05,131.9,46.88,-8.18
73661,73661,0.96,-0.28,0.01,133.73,46.88,-8.18
73662,73662,1.05,-0.31,-0.01,140.26,46.88,-8.18
73663,73663,1.1,-0.17,-0.01,144.71,46.88,-8.18
73664,73664,1.14,-0.47,-0.01,140.08,46.88,-8.18
73665,73665,1.21,-0.14,-0.01,196.66,31.25,-8.18
73666,73666,1.69,-0.2,-0.04,163.7,15.62,-8.18
73667,73667,1.54,-0.11,-0.03,172.55,93.75,-8.18
73668,73668,1.39,-0.21,0.02,170.17,109.38,-8.18
73669,73669,1.64,-0.25,-0.03,177.61,62.5,-8.18
73670,73670,1.71,-0.14,-0.08,161.44,78.12,-8.18
73671,73671,1.73,-0.14,-0.07,160.77,93.75,-8.18
73672,73672,1.76,-0.21,-0.05,146.97,109.38,-8.18
73673,73673,1.75,-0.18,-0.07,135.19,109.38,-8.18
73674,73674,1.71,-0.21,-0.07,127.01,125.0,-8.18
73675,73675,1.7,-0.19,-0.07,117.49,125.0,-8.18
73676,73676,1.62,-0.18,-0.05,103.88,125.0,-8.18
73677,73677,1.45,-0.19,-0.07,92.71,140.62,-8.18
73678,73678,1.44,-0.14,-0.06,63.35,125.0,-8.18
73679,73679,1.31,-0.14,-0.0,48.28,140.62,-8.18
73680,73680,1.25,-0.1,0.01,18.8,140.62,-8.18
73681,73681,1.19,-0.09,0.03,4.33,125.0,-8.18
73682,73682,1.15,-0.09,0.04,-8.18,125.0,-8.18
73683,73683,1.11,-0.08,0.04,-19.9,125.0,-8.18
73684,73684,1.08,-0.09,0.04,-30.09,125.0,-8.18
73685,73685,1.06,-0.1,0.05,-37.96,109.38,-8.18
73686,73686,1.04,-0.11,0.04,-45.29,109.38,-8.18
73687,73687,1.02,-0.13,0.04,-51.09,109.38,-8.18
73688,73688,1.0,-0.14,0.03,-55.54,93.75,-8.18
73689,73689,0.98,-0.15,0.04,-58.78,93.75,-8.18
73690,73690,0.96,-0.16,0.04,-60.18,93.75,-8.18
73691,73691,0.95,-0.17,0.04,-60.3,78.12,-8.18
73692,73692,0.93,-0.2,0.01,-59.94,78.12,-8.24
73693,73693,0.92,-0.21,0.0,-53.53,78.12,-8.24
73694,73694,0.91,-0.21,-0.01,-47.85,62.5,-8.24
73695,73695,0.91,-0.19,-0.02,-42.6,62.5,-8.24
73696,73696,0.9,-0.18,-0.01,-38.33,62.5,-8.24
73697,73697,0.89,-0.17,0.0,-35.16,62.5,-8.24
73698,73698,0.87,-0.16,0.01,-32.78,62.5,-8.24
73699,73699,0.86,-0.16,0.01,-29.42,62.5,-8.24
73700,73700,0.85,-0.16,0.02,-26.79,46.88,-8.24
73701,73701,0.84,-0.15,0.03,-23.07,46.88,-8.24
73702,73702,0.83,-0.14,0.03,-20.39,46.88,-8.24
73703,73703,0.83,-0.13,0.01,-18.49,46.88,-8.24
73704,73704,0.84,-0.12,0.02,-17.27,46.88,-8.24
73705,73705,0.84,-0.12,0.01,-15.14,31.25,-8.24
73706,73706,0.83,-0.13,0.0,-11.29,31.25,-8.24
73707,73707,0.82,-0.12,0.0,-7.2,31.25,-8.24
73708,73708,0.8,-0.11,-0.01,-2.99,31.25,-8.24
73709,73709,0.78,-0.08,-0.02,1.71,31.25,-8.24
73710,73710,0.77,-0.09,-0.04,10.5,15.62,-8.24
73711,73711,0.76,-0.08,-0.05,14.71,15.62,-8.24
73712,73712,0.78,-0.08,-0.04,18.55,15.62,-8.24
73713,73713,0.84,-0.08,-0.04,21.12,0.0,-8.24
73714,73714,0.92,-0.08,-0.03,22.89,-15.62,-8.24
73715,73715,0.98,-0.1,-0.05,24.84,-15.62,-8.24
73716,73716,1.0,-0.12,-0.06,27.34,-31.25,-8.24
73717,73717,1.01,-0.14,-0.08,29.85,-31.25,-8.24
73718,73718,1.0,-0.15,-0.09,33.63,-31.25,-8.24
73719,73719,0.97,-0.18,-0.12,38.33,-31.25,-8.24
73720,73720,0.95,-0.19,-0.15,45.53,-31.25,-8.24
73721,73721,0.92,-0.2,-0.21,53.28,-46.88,-8.24
73722,73722,0.91,-0.21,-0.27,62.19,-62.5,-8.24
73723,73723,0.87,-0.21,-0.3,71.17,-62.5,-8.24
73724,73724,0.84,-0.21,-0.34,79.28,-62.5,-8.3
73725,73725,0.79,-0.21,-0.37,84.29,-62.5,-8.3
73726,73726,0.75,-0.2,-0.39,89.29,-78.12,-8.3
73727,73727,0.7,-0.18,-0.41,92.96,-78.12,-8.3
73728,73728,0.67,-0.14,-0.43,94.54,-78.12,-8.3
73729,73729,0.65,-0.1,-0.43,91.86,-78.12,-8.3
73730,73730,0.63,0.01,-0.39,86.0,-78.12,-8.3
73731,73731,0.64,0.07,-0.35,54.63,-93.75,-8.3
73732,73732,0.68,0.13,-0.29,31.74,-93.75,-8.3
73733,73733,0.96,0.21,-0.07,4.88,-93.75,-8.3
73734,73734,1.07,0.2,-0.01,-84.78,-109.38,-8.3
73735,73735,1.2,0.17,0.04,-109.01,-125.0,-8.3
73736,73736,1.31,0.14,0.09,-131.77,-125.0,-8.3
73737,73737,1.42,0.1,0.12,-151.86,-109.38,-8.3
73738,73738,1.54,0.06,0.12,-168.7,-109.38,-8.3
73739,73739,1.65,0.01,0.1,-182.86,-93.75,-8.3
73740,73740,1.78,-0.02,0.06,-195.5,-78.12,-8.3
73741,73741,1.86,0.15,-0.06,-214.42,-62.5,-8.3
73742,73742,1.61,1.53,-1.04,-283.51,-31.25,-8.3
73743,73743,1.87,0.43,1.0,-664.86,-62.5,-8.3
73744,73744,1.98,-2.48,0.06,-385.25,-46.88,-8.3
73745,73745,2.06,-1.51,-0.02,-217.59,-31.25,-8.3
73746,73746,1.8,-0.32,-0.15,-249.08,46.88,-8.3
73747,73747,1.61,-0.17,-0.23,-126.22,46.88,-8.3
73748,73748,1.4,-0.01,-0.13,-153.69,46.88,-8.3
73749,73749,1.32,-0.16,-0.15,-203.06,15.62,-8.3
73750,73750,1.31,-0.36,-0.11,-242.68,0.0,-8.3
73751,73751,1.4,-0.44,-0.28,-271.73,-15.62,-8.3
73752,73752,1.77,-0.49,-0.32,-317.32,-46.88,-8.3
73753,73753,1.51,-1.04,-0.1,-333.31,31.25,-8.3
73754,73754,1.37,-1.1,-0.08,-243.41,109.38,-8.3
73755,73755,0.95,-0.53,-0.18,-171.63,109.38,-8.36
73756,73756,1.05,-0.25,-0.03,-133.85,78.12,-8.36
73757,73757,1.09,-0.22,0.05,-147.34,31.25,-8.36
73758,73758,0.83,-0.4,0.06,-141.78,46.88,-8.36
73759,73759,1.03,-0.2,0.44,-140.93,0.0,-8.36
73760,73760,1.05,-0.28,-0.14,-149.78,0.0,-8.36
73761,73761,1.18,-0.51,0.02,-128.3,0.0,-8.36
73762,73762,1.11,-0.62,0.04,-117.31,31.25,-8.36
73763,73763,1.08,-0.44,-0.02,-68.79,31.25,-8.36
73764,73764,0.89,-0.22,-0.04,-34.91,15.62,-8.36
73765,73765,1.05,-0.22,-0.03,-29.54,-31.25,-8.36
73766,73766,1.14,-0.2,-0.04,-26.55,-31.25,-8.36
73767,73767,1.13,-0.15,-0.04,-32.78,-15.62,-8.36
73768,73768,1.18,-0.22,-0.03,-46.08,-15.62,-8.36
73769,73769,1.14,-0.33,-0.03,-54.5,-15.62,-8.36
73770,73770,1.12,-0.37,-0.04,-56.15,-15.62,-8.36
73771,73771,1.1,-0.42,-0.04,-53.53,-15.62,-8.36
73772,73772,1.09,-0.44,-0.04,-48.65,-15.62,-8.36
73773,73773,1.07,-0.42,-0.06,-43.64,-15.62,-8.36
73774,73774,1.04,-0.41,-0.08,-42.72,-15.62,-8.36
73775,73775,1.01,-0.42,-0.1,-44.8,-15.62,-8.36
73776,73776,1.0,-0.43,-0.12,-48.34,-15.62,-8.36
73777,73777,0.99,-0.47,-0.14,-52.06,-15.62,-8.36
73778,73778,0.98,-0.51,-0.15,-51.27,-15.62,-8.36
73779,73779,0.96,-0.55,-0.16,-45.84,-31.25,-8.36
73780,73780,0.94,-0.57,-0.17,-31.74,-31.25,-8.36
73781,73781,0.92,-0.58,-0.17,-15.2,-31.25,-8.36
73782,73782,0.91,-0.58,-0.2,6.9,-31.25,-8.36
73783,73783,0.89,-0.57,-0.22,29.24,-31.25,-8.36
73784,73784,0.9,-0.56,-0.24,52.06,-31.25,-8.36
73785,73785,0.9,-0.55,-0.26,71.11,-46.88,-8.36
73786,73786,0.9,-0.55,-0.28,88.62,-46.88,-8.36
73787,73787,0.91,-0.54,-0.27,103.33,-46.88,-8.36
73788,73788,0.94,-0.54,-0.28,114.75,-46.88,-8.36
73789,73789,1.03,-0.59,-0.35,126.59,-62.5,-8.42
73790,73790,1.16,-0.66,-0.39,142.52,-78.12,-8.42
73791,73791,1.28,-0.7,-0.44,159.73,-78.12,-8.42
73792,73792,1.39,-0.68,-0.46,175.29,-78.12,-8.42
73793,73793,1.43,-0.62,-0.47,188.35,-78.12,-8.42
73794,73794,1.4,-0.55,-0.47,196.72,-62.5,-8.42
73795,73795,1.31,-0.49,-0.43,199.4,-46.88,-8.42
73796,73796,1.23,-0.46,-0.39,195.98,-31.25,-8.42
73797,73797,1.16,-0.42,-0.35,190.0,-15.62,-8.42
73798,73798,1.12,-0.39,-0.31,183.65,-15.62,-8.42
73799,73799,1.07,-0.34,-0.3,175.54,0.0,-8.42
73800,73800,1.03,-0.3,-0.28,166.69,0.0,-8.42
73801,73801,0.97,-0.28,-0.27,158.81,15.62,-8.42
73802,73802,0.88,-0.22,-0.2,151.37,31.25,-8.42
73803,73803,0.9,-0.2,-0.17,134.83,46.88,-8.42
73804,73804,0.94,-0.19,-0.15,130.92,46.88,-8.42
73805,73805,1.0,-0.19,-0.12,128.48,46.88,-8.42
73806,73806,1.25,-0.2,-0.12,128.72,46.88,-8.42
73807,73807,1.39,-0.19,-0.16,145.51,62.5,-8.42
73808,73808,1.58,-0.39,-0.05,155.21,62.5,-8.42
73809,73809,1.74,-0.18,-0.22,188.9,62.5,-8.42
73810,73810,1.92,-0.04,-0.26,177.73,78.12,-8.42
73811,73811,2.0,-0.84,-0.29,194.52,78.12,-8.42
73812,73812,2.43,-0.4,-0.06,259.34,78.12,-8.42
73813,73813,2.68,-0.15,-0.28,282.47,125.0,-8.42
73814,73814,2.1,0.76,-0.25,279.3,203.12,-8.42
73815,73815,2.02,0.85,-0.18,299.62,203.12,-8.42
73816,73816,1.85,0.54,-0.17,115.36,234.38,-8.42
73817,73817,1.74,0.04,-0.08,25.33,203.12,-8.42
73818,73818,1.87,-0.33,-0.04,-13.92,187.5,-8.42
73819,73819,1.88,-0.23,-0.03,-7.2,187.5,-8.42
73820,73820,1.82,-0.03,-0.05,4.33,203.12,-8.48
73821,73821,1.65,0.08,-0.04,-3.3,218.75,-8.48
73822,73822,1.53,0.2,-0.04,-32.71,218.75,-8.48
73823,73823,1.48,0.24,-0.03,-74.58,203.12,-8.48
73824,73824,1.42,0.19,-0.0,-122.92,187.5,-8.48
73825,73825,1.31,0.14,0.03,-167.3,187.5,-8.48
73826,73826,1.25,0.11,0.05,-206.6,187.5,-8.48
73827,73827,1.13,0.01,0.1,-236.94,171.88,-8.48
73828,73828,1.12,-0.03,0.09,-269.96,140.62,-8.48
73829,73829,1.08,-0.09,0.07,-269.59,125.0,-8.48
73830,73830,1.06,-0.15,0.05,-261.66,109.38,-8.48
73831,73831,1.04,-0.19,0.03,-246.46,93.75,-8.48
73832,73832,1.02,-0.21,0.01,-226.14,78.12,-8.48
73833,73833,1.0,-0.23,-0.0,-203.12,78.12,-8.48
73834,73834,0.97,-0.24,-0.0,-178.65,62.5,-8.48
73835,73835,0.92,-0.25,-0.0,-153.44,62.5,-8.48
73836,73836,0.88,-0.26,0.0,-126.04,62.5,-8.48
73837,73837,0.82,-0.26,0.0,-97.66,62.5,-8.48
73838,73838,0.79,-0.26,0.0,-67.93,62.5,-8.48
73839,73839,0.76,-0.25,0.01,-39.18,46.88,-8.48
73840,73840,0.75,-0.24,0.01,-11.9,46.88,-8.48
73841,73841,0.75,-0.22,0.01,11.6,46.88,-8.48
73842,73842,0.75,-0.2,0.02,30.94,46.88,-8.48
73843,73843,0.74,-0.16,0.03,49.01,46.88,-8.48
73844,73844,0.73,-0.12,0.02,63.29,46.88,-8.48
73845,73845,0.72,-0.08,0.01,74.65,46.88,-8.48
73846,73846,0.7,-0.04,0.01,83.01,46.88,-8.48
73847,73847,0.69,-0.02,-0.0,89.9,46.88,-8.48
73848,73848,0.67,-0.0,-0.01,93.99,46.88,-8.48
73849,73849,0.67,0.01,-0.01,96.25,46.88,-8.48
73850,73850,0.67,0.01,-0.03,96.56,46.88,-8.48
73851,73851,0.68,0.02,-0.03,95.46,46.88,-8.48
73852,73852,0.7,0.03,-0.04,92.29,46.88,-8.48
73853,73853,0.72,0.02,-0.06,88.07,31.25,-8.54
73854,73854,0.73,0.02,-0.07,83.13,31.25,-8.54
73855,73855,0.73,0.01,-0.09,78.12,31.25,-8.54
73856,73856,0.73,-0.0,-0.1,73.85,31.25,-8.54
73857,73857,0.72,-0.0,-0.13,69.89,15.62,-8.54
73858,73858,0.73,0.01,-0.13,66.16,15.62,-8.54
73859,73859,0.78,0.01,-0.12,61.28,0.0,-8.54
73860,73860,0.86,0.01,-0.1,53.89,0.0,-8.54
73861,73861,0.95,-0.01,-0.08,45.9,-15.62,-8.54
73862,73862,1.01,-0.03,-0.06,36.68,-31.25,-8.54
73863,73863,1.06,-0.06,-0.04,29.05,-31.25,-8.54
73864,73864,1.07,-0.07,-0.04,20.81,-31.25,-8.54
73865,73865,1.09,-0.08,-0.04,13.98,-46.88,-8.54
73866,73866,1.11,-0.09,-0.06,5.0,-46.88,-8.54
73867,73867,1.14,-0.12,-0.08,0.79,-62.5,-8.54
73868,73868,1.18,-0.17,-0.13,-2.99,-78.12,-8.54
73869,73869,1.19,-0.22,-0.18,-4.33,-78.12,-8.54
73870,73870,1.18,-0.29,-0.26,-1.4,-93.75,-8.54
73871,73871,1.15,-0.34,-0.37,6.16,-93.75,-8.54
73872,73872,1.13,-0.4,-0.5,19.47,-109.38,-8.54
73873,73873,1.11,-0.43,-0.61,39.79,-109.38,-8.54
73874,73874,1.11,-0.4,-0.68,63.29,-109.38,-8.54
73875,73875,1.1,-0.37,-0.67,88.2,-109.38,-8.54
73876,73876,1.06,-0.25,-0.59,94.42,-109.38,-8.54
73877,73877,0.99,-0.12,-0.48,91.92,-93.75,-8.54
73878,73878,0.93,-0.02,-0.33,80.2,-93.75,-8.54
73879,73879,0.93,0.08,-0.18,61.58,-93.75,-8.54
73880,73880,1.0,0.17,-0.07,36.93,-93.75,-8.54
73881,73881,1.14,0.22,0.05,10.19,-109.38,-8.54
73882,73882,1.28,0.25,0.12,-19.59,-125.0,-8.54
73883,73883,1.55,0.21,0.22,-49.38,-125.0,-8.54
73884,73884,1.65,0.19,0.23,-107.18,-109.38,-8.54
73885,73885,1.74,0.17,0.23,-131.47,-93.75,-8.54
73886,73886,1.96,0.06,0.17,-155.4,-78.12,-8.61
73887,73887,2.02,0.0,0.13,-205.57,-46.88,-8.61
73888,73888,2.04,-0.08,0.09,-226.81,-31.25,-8.61
73889,73889,2.03,-0.18,0.04,-249.27,-15.62,-8.61
73890,73890,1.99,-0.27,-0.0,-266.54,-15.62,-8.61
73891,73891,1.93,-0.35,-0.06,-282.41,0.0,-8.61
73892,73892,1.85,-0.42,-0.11,-291.5,15.62,-8.61
73893,73893,1.75,-0.46,-0.14,-297.67,15.62,-8.61
73894,73894,1.6,-0.49,-0.18,-302.06,31.25,-8.61
73895,73895,1.46,-0.49,-0.16,-304.26,46.88,-8.61
73896,73896,1.32,-0.47,-0.16,-307.98,46.88,-8.61
73897,73897,1.18,-0.4,0.01,-312.01,46.88,-8.61
73898,73898,1.03,-0.4,-0.05,-327.21,62.5,-8.61
73899,73899,0.93,-0.42,-0.09,-330.44,46.88,-8.61
73900,73900,0.89,-0.42,-0.09,-325.26,46.88,-8.61
73901,73901,0.9,-0.4,-0.12,-315.67,31.25,-8.61
73902,73902,0.92,-0.35,-0.14,-302.49,15.62,-8.61
73903,73903,0.94,-0.31,-0.14,-288.76,15.62,-8.61
73904,73904,0.95,-0.28,-0.12,-274.96,15.62,-8.61
73905,73905,0.95,-0.27,-0.09,-257.63,15.62,-8.61
73906,73906,0.95,-0.27,-0.06,-246.89,15.62,-8.61
73907,73907,0.94,-0.29,-0.0,-235.78,15.62,-8.61
73908,73908,0.94,-0.3,0.03,-222.47,0.0,-8.61
73909,73909,0.95,-0.33,0.06,-209.96,0.0,-8.61
73910,73910,0.94,-0.36,0.08,-195.25,0.0,-8.61
73911,73911,0.94,-0.39,0.09,-179.26,0.0,-8.61
73912,73912,0.92,-0.42,0.11,-163.94,0.0,-8.61
73913,73913,0.91,-0.43,0.12,-131.77,0.0,-8.61
73914,73914,0.9,-0.43,0.12,-117.74,0.0,-8.61
73915,73915,0.9,-0.43,0.12,-106.02,0.0,-8.61
73916,73916,0.89,-0.43,0.1,-95.28,0.0,-8.61
73917,73917,0.87,-0.43,0.06,-86.3,0.0,-8.61
73918,73918,0.86,-0.42,0.04,-72.45,0.0,-8.67
73919,73919,0.86,-0.41,0.01,-67.75,-15.62,-8.67
73920,73920,0.85,-0.39,-0.01,-63.05,-15.62,-8.67
73921,73921,0.86,-0.38,-0.03,-58.53,-15.62,-8.67
73922,73922,0.87,-0.37,-0.05,-56.15,-15.62,-8.67
73923,73923,0.89,-0.38,-0.07,-54.63,-31.25,-8.67
73924,73924,0.9,-0.39,-0.08,-52.55,-31.25,-8.67
73925,73925,0.92,-0.41,-0.11,-48.89,-46.88,-8.67
73926,73926,0.94,-0.44,-0.12,-44.31,-46.88,-8.67
73927,73927,0.96,-0.47,-0.15,-36.68,-46.88,-8.67
73928,73928,0.97,-0.49,-0.18,-28.26,-62.5,-8.67
73929,73929,0.97,-0.52,-0.19,-18.19,-62.5,-8.67
73930,73930,0.97,-0.54,-0.19,-7.2,-62.5,-8.67
73931,73931,1.0,-0.59,-0.24,4.09,-78.12,-8.67
73932,73932,1.11,-0.68,-0.32,19.35,-93.75,-8.67
73933,73933,1.19,-0.72,-0.33,49.32,-109.38,-8.67
73934,73934,1.28,-0.73,-0.34,64.7,-109.38,-8.67
73935,73935,1.35,-0.71,-0.37,86.49,-109.38,-8.67
73936,73936,1.35,-0.7,-0.38,104.86,-93.75,-8.67
73937,73937,1.22,-0.69,-0.36,121.83,-93.75,-8.67
73938,73938,1.16,-0.6,-0.39,148.5,-78.12,-8.67
73939,73939,1.14,-0.51,-0.41,157.65,-78.12,-8.67
73940,73940,1.11,-0.36,-0.46,157.78,-62.5,-8.67
73941,73941,1.05,-0.23,-0.5,152.22,-46.88,-8.67
73942,73942,0.96,-0.13,-0.54,138.31,-46.88,-8.67
73943,73943,0.86,-0.09,-0.55,119.57,-31.25,-8.67
73944,73944,0.77,-0.07,-0.54,97.35,-15.62,-8.67
73945,73945,0.73,-0.07,-0.53,75.26,-15.62,-8.67
73946,73946,0.73,-0.08,-0.47,53.83,-15.62,-8.67
73947,73947,0.77,-0.1,-0.43,32.65,-15.62,-8.67
73948,73948,0.85,-0.15,-0.37,16.24,-15.62,-8.67
73949,73949,0.94,-0.22,-0.37,2.5,-15.62,-8.67
73950,73950,1.23,-0.4,-0.33,-2.69,-15.62,-8.73
73951,73951,1.37,-0.49,-0.48,4.52,-15.62,-8.73
73952,73952,1.53,-0.54,-0.48,22.83,-15.62,-8.73
73953,73953,1.67,-0.67,-0.46,39.31,0.0,-8.73
73954,73954,1.89,-0.68,-0.49,80.38,0.0,-8.73
73955,73955,2.01,-0.6,-0.44,118.29,15.62,-8.73
73956,73956,2.17,-0.34,-0.57,151.37,31.25,-8.73
73957,73957,2.06,-0.79,-0.34,160.71,62.5,-8.73
73958,73958,2.32,-0.35,-0.44,250.67,62.5,-8.73
73959,73959,2.08,0.69,-0.45,386.47,125.0,-8.73
73960,73960,1.68,1.22,-0.38,317.32,156.25,-8.73
73961,73961,1.56,0.61,-0.31,214.84,140.62,-8.73
73962,73962,1.61,-0.26,-0.17,123.05,125.0,-8.73
73963,73963,1.79,-0.63,-0.1,148.07,93.75,-8.73
73964,73964,1.65,-0.26,-0.11,224.49,125.0,-8.73
73965,73965,1.54,0.04,-0.17,278.87,140.62,-8.73
73966,73966,1.45,0.08,-0.18,286.87,156.25,-8.73
73967,73967,1.35,0.3,-0.4,279.24,156.25,-8.73
73968,73968,1.48,0.52,-0.39,201.84,140.62,-8.73
73969,73969,1.39,-0.01,-0.33,137.76,156.25,-8.73
73970,73970,1.17,0.08,-0.28,81.67,187.5,-8.73
73971,73971,1.12,0.09,-0.25,41.38,171.88,-8.73
73972,73972,1.13,0.07,-0.23,5.13,156.25,-8.73
73973,73973,1.1,0.17,-0.21,-34.67,156.25,-8.73
73974,73974,1.01,0.14,-0.17,-71.11,156.25,-8.73
73975,73975,0.85,0.1,-0.14,-107.24,156.25,-8.73
73976,73976,0.83,0.07,-0.14,-159.42,140.62,-8.73
73977,73977,0.8,0.03,-0.13,-177.8,125.0,-8.73
73978,73978,0.77,-0.0,-0.13,-190.61,125.0,-8.73
73979,73979,0.72,-0.14,-0.13,-197.45,109.38,-8.73
