,time,aX,aY,aZ,gX,gY,gZ
58189,67333.0,-0.74,0.13,0.1,47.0,-234.38,-16.05
58190,67341.0,-0.79,0.05,-0.08,78.67,-250.0,-16.05
58191,67348.0,-0.84,-0.04,-0.22,113.46,-265.62,-16.05
58192,67356.0,-0.92,-0.15,-0.34,157.47,-281.25,-16.05
58193,67363.0,-0.94,-0.29,-0.46,193.91,-281.25,-16.05
58194,67371.0,-0.93,-0.43,-0.62,234.56,-281.25,-16.05
58195,67378.0,-0.96,-0.65,-0.86,282.17,-265.62,-16.05
58196,67385.0,-1.05,-0.89,-1.1,313.66,-234.38,-16.05
58197,67393.0,-1.16,-1.15,-1.36,340.58,-218.75,-16.05
58198,67401.0,-1.24,-1.4,-1.56,373.41,-187.5,-16.05
58199,67408.0,-1.35,-1.62,-1.72,404.24,-156.25,-16.05
58200,67416.0,-1.63,-1.68,-1.65,396.97,-125.0,-16.05
58201,67423.0,-2.04,-1.23,-1.2,342.59,-125.0,-16.05
58202,67430.0,-2.45,-0.56,-0.96,285.58,-140.62,-16.05
58203,67438.0,-2.44,0.2,-0.39,195.07,-203.12,-16.05
58204,67446.0,-1.82,0.67,0.21,86.55,-250.0,-16.05
58205,67453.0,-0.73,0.75,0.05,16.54,-250.0,-16.05
58206,67460.0,0.7,0.83,-0.66,-82.15,-234.38,-16.05
58207,67468.0,1.24,1.47,-1.13,-224.91,-156.25,-16.05
58208,67476.0,0.87,0.11,-1.37,-280.94,-62.5,-16.05
58209,67483.0,1.53,-1.52,-1.54,-217.65,62.5,-16.05
58210,67491.0,0.83,-1.26,-1.2,-87.04,250.0,-16.05
58211,67498.0,-0.2,0.07,-1.46,-74.77,328.12,-16.05
58212,67507.0,-0.54,0.99,-1.17,-188.35,375.0,-16.05
58213,67513.0,-0.83,1.0,-0.81,-287.84,390.62,-16.05
58214,67521.0,-1.07,0.58,-0.28,-405.46,375.0,-16.05
58215,67528.0,-1.0,0.15,0.28,-478.09,343.75,-16.05
58216,67536.0,-0.96,-0.27,0.85,-478.21,312.5,-16.05
58217,67543.0,-0.97,-0.66,1.24,-423.03,281.25,-16.05
58218,67558.0,-1.17,-1.06,1.14,-272.58,250.0,-16.05
58219,67566.0,-1.3,-1.0,0.96,-168.15,218.75,-16.05
58220,67573.0,-1.44,-0.83,0.86,-56.09,171.88,-16.05
58221,67581.0,-1.51,-0.59,0.86,26.25,125.0,-16.05
58222,67588.0,-1.52,-0.31,0.78,70.31,78.12,-16.11
58223,67595.0,-1.48,-0.02,0.56,67.44,31.25,-16.11
58224,67603.0,-1.41,0.47,0.42,58.47,15.62,-16.11
58225,67611.0,-1.32,0.77,0.31,21.97,15.62,-16.11
58226,67619.0,-1.18,1.0,0.15,-4.52,31.25,-16.11
58227,67625.0,-1.04,0.92,0.07,-33.33,46.88,-16.11
58228,67633.0,-0.92,0.65,0.04,-57.5,62.5,-16.11
58229,67641.0,-0.96,0.28,-0.02,-60.24,62.5,-16.11
58230,67648.0,-1.11,-0.24,-0.13,-36.8,0.0,-16.11
58231,67656.0,-0.93,-0.81,-0.28,36.07,-46.88,-16.11
58232,67663.0,-0.09,-1.07,-0.33,128.11,-62.5,-16.11
58233,67671.0,0.81,-0.31,-0.58,188.11,-46.88,-16.11
58234,67678.0,-0.19,0.89,-0.76,154.05,-62.5,-16.11
58235,67686.0,-1.25,1.23,-0.55,93.26,-171.88,-16.11
58236,67693.0,-1.0,0.85,-0.28,49.26,-218.75,-16.11
58237,67701.0,-0.73,0.47,-0.16,34.73,-250.0,-16.11
58238,67708.0,-0.62,0.24,-0.19,38.88,-250.0,-16.11
58239,67716.0,-0.68,0.03,-0.35,54.81,-250.0,-16.11
58240,67723.0,-0.7,-0.22,-0.52,77.27,-250.0,-16.11
58241,67731.0,-0.7,-0.39,-0.67,116.33,-250.0,-16.11
58242,67738.0,-0.78,-0.73,-0.95,159.3,-250.0,-16.11
58243,67746.0,-0.89,-1.1,-1.23,196.41,-250.0,-16.11
58244,67753.0,-1.0,-1.48,-1.5,234.13,-250.0,-16.11
58245,67760.0,-1.05,-1.73,-1.65,280.03,-234.38,-16.11
58246,67768.0,-1.12,-1.71,-1.59,309.94,-203.12,-16.11
58247,67776.0,-1.25,-1.27,-1.49,319.89,-187.5,-16.11
58248,67783.0,-1.51,-0.6,-1.36,325.62,-140.62,-16.11
58249,67791.0,-1.79,-0.11,-1.11,291.26,-125.0,-16.11
58250,67798.0,-1.99,0.32,-0.53,194.21,-125.0,-16.11
58251,67805.0,-1.99,0.4,-0.19,88.75,-125.0,-16.11
58252,67813.0,-1.75,0.33,0.28,-16.17,-140.62,-16.11
58253,67821.0,-1.29,0.39,0.75,-46.45,-187.5,-16.11
58254,67828.0,-0.66,0.2,1.02,-41.69,-250.0,-16.11
58255,67835.0,0.37,-0.05,0.13,-30.7,-265.62,-16.11
58256,67843.0,0.81,-0.01,-0.58,-53.47,-234.38,-16.17
58257,67851.0,0.87,0.21,-1.01,-109.86,-156.25,-16.17
58258,67858.0,0.87,0.39,-1.14,-157.65,-31.25,-16.17
58259,67866.0,0.07,0.48,-1.28,-193.79,46.88,-16.17
58260,67873.0,-0.61,0.53,-1.37,-236.39,62.5,-16.17
58261,67881.0,-0.69,0.51,-1.43,-298.71,78.12,-16.17
58262,67888.0,-0.77,0.46,-1.34,-356.81,93.75,-16.17
58263,67896.0,-0.82,0.3,-1.27,-415.59,109.38,-16.17
58264,67904.0,-0.85,0.07,-1.06,-453.06,109.38,-16.17
58265,67911.0,-0.8,-0.2,-0.83,-459.35,109.38,-16.17
58266,67918.0,-0.65,-0.67,-0.57,-435.91,140.62,-16.17
58267,67925.0,-0.6,-1.08,-0.32,-385.25,156.25,-16.17
58268,67933.0,-0.64,-1.51,-0.19,-306.52,171.88,-16.17
58269,67941.0,-0.77,-1.82,-0.21,-210.51,171.88,-16.17
58270,67948.0,-0.93,-1.99,-0.37,-91.49,156.25,-16.17
58271,67956.0,-1.08,-1.92,-0.51,19.41,140.62,-16.17
58272,67963.0,-1.17,-1.55,-0.63,125.55,109.38,-16.17
58273,67970.0,-1.16,-1.13,-0.72,200.13,109.38,-16.17
58274,67978.0,-1.05,-0.59,-0.8,239.38,125.0,-16.17
58275,67986.0,-0.91,-0.08,-0.77,242.68,140.62,-16.17
58276,67994.0,-0.78,0.3,-0.71,196.04,187.5,-16.17
58277,68000.0,-0.71,0.63,-0.66,137.88,218.75,-16.17
58278,68008.0,-0.71,0.79,-0.51,60.91,250.0,-16.17
58279,68016.0,-0.76,0.76,-0.3,-24.11,250.0,-16.17
58280,68023.0,-0.8,0.48,0.03,-95.03,250.0,-16.17
58281,68031.0,-0.83,0.16,0.32,-146.48,234.38,-16.17
58282,68038.0,-0.9,-0.18,0.6,-159.06,218.75,-16.17
58283,68046.0,-1.01,-0.44,0.79,-137.94,203.12,-16.17
58284,68053.0,-1.15,-0.58,0.94,-94.24,171.88,-16.17
58285,68061.0,-1.25,-0.52,0.98,-36.32,140.62,-16.17
58286,68068.0,-1.31,-0.22,0.87,20.81,109.38,-16.17
58287,68076.0,-1.35,0.12,0.65,68.97,93.75,-16.17
58288,68083.0,-1.44,0.5,0.39,79.53,62.5,-16.17
58289,68091.0,-1.44,0.72,0.1,69.34,0.0,-16.17
58290,68098.0,-1.01,0.77,-0.2,66.65,-31.25,-16.24
58291,68106.0,-0.12,0.53,-0.45,56.21,-62.5,-16.24
58292,68113.0,0.87,0.14,-0.71,61.4,-62.5,-16.24
58293,68121.0,0.52,-0.35,-0.54,136.05,-78.12,-16.24
58294,68128.0,-0.65,-0.71,-0.23,218.63,-140.62,-16.24
58295,68135.0,-1.07,-0.53,0.06,248.05,-203.12,-16.24
58296,68143.0,-0.92,-0.14,0.08,254.09,-250.0,-16.24
58297,68151.0,-0.73,0.05,-0.1,253.17,-265.62,-16.24
58298,68158.0,-0.7,0.03,-0.41,250.37,-265.62,-16.24
58299,68166.0,-0.77,-0.13,-0.69,249.76,-265.62,-16.24
58300,68173.0,-0.92,-0.39,-1.05,258.06,-281.25,-16.24
58301,68181.0,-1.08,-0.65,-1.38,274.84,-281.25,-16.24
58302,68188.0,-1.23,-0.92,-1.71,271.73,-281.25,-16.24
58303,68196.0,-1.28,-0.96,-2.06,265.87,-265.62,-16.24
58304,68203.0,-1.29,-0.7,-2.17,271.67,-234.38,-16.24
58305,68210.0,-1.4,-0.2,-1.99,257.87,-171.88,-16.24
58306,68218.0,-1.79,0.47,-1.5,193.05,-125.0,-16.24
58307,68226.0,-2.08,0.93,-0.93,59.27,-93.75,-16.24
58308,68233.0,-2.21,0.9,-0.44,-105.47,-109.38,-16.24
58309,68241.0,-1.91,0.63,0.35,-242.74,-156.25,-16.24
58310,68248.0,-1.47,0.14,0.72,-294.98,-234.38,-16.24
58311,68256.0,-0.3,-0.44,0.43,-213.62,-343.75,-16.24
58312,68263.0,1.25,-0.73,-0.03,-156.37,-296.88,-16.24
58313,68271.0,1.86,-0.07,-0.43,-148.38,-187.5,-16.24
58314,68279.0,1.14,-0.33,-0.92,-105.77,-62.5,-16.24
58315,68286.0,0.64,-1.57,-1.62,-30.09,-15.62,-16.24
58316,68293.0,1.18,-1.25,-0.89,103.39,140.62,-16.24
58317,68300.0,-0.15,0.27,-1.41,123.35,234.38,-16.24
58318,68308.0,-0.75,1.17,-1.27,33.94,250.0,-16.24
58319,68316.0,-0.68,0.83,-0.8,-64.58,281.25,-16.24
58320,68323.0,-0.85,0.25,-0.36,-146.36,296.88,-16.24
58321,68331.0,-1.1,-0.18,0.03,-178.16,250.0,-16.24
58322,68338.0,-1.25,-0.64,0.43,-162.17,203.12,-16.24
58323,68345.0,-1.28,-0.95,0.65,-102.97,156.25,-16.24
58324,68353.0,-1.36,-1.02,0.57,-23.25,125.0,-16.3
58325,68361.0,-1.38,-0.88,0.28,41.08,78.12,-16.3
58326,68368.0,-1.32,-0.73,0.12,101.07,31.25,-16.3
58327,68375.0,-1.22,-0.5,-0.07,153.75,0.0,-16.3
58328,68383.0,-1.16,-0.31,-0.27,179.81,-31.25,-16.3
58329,68391.0,-1.11,-0.17,-0.46,181.09,-46.88,-16.3
58330,68398.0,-1.04,-0.1,-0.91,179.08,-62.5,-16.3
58331,68406.0,-0.98,0.04,-1.28,141.24,-46.88,-16.3
58332,68413.0,-0.92,0.33,-1.45,105.1,-31.25,-16.3
58333,68421.0,-0.89,0.62,-1.46,61.04,-31.25,-16.3
58334,68428.0,-0.92,0.71,-1.46,14.4,-15.62,-16.3
58335,68436.0,-0.93,0.77,-1.54,-40.53,-15.62,-16.3
58336,68443.0,-0.89,0.84,-1.54,-97.96,0.0,-16.3
58337,68451.0,-0.85,0.92,-1.41,-156.31,0.0,-16.3
58338,68458.0,-0.87,1.04,-1.21,-214.66,15.62,-16.3
58339,68465.0,-0.91,1.14,-0.93,-249.15,31.25,-16.3
58340,68473.0,-0.79,0.82,-0.35,-278.5,31.25,-16.3
58341,68481.0,-0.65,0.15,0.11,-308.29,15.62,-16.3
58342,68488.0,-0.47,-0.41,0.57,-312.13,0.0,-16.3
58343,68496.0,-0.34,-0.83,0.63,-261.78,0.0,-16.3
58344,68503.0,-0.23,-1.34,0.3,-172.12,15.62,-16.3
58345,68510.0,-0.18,-1.69,-0.08,-48.95,46.88,-16.3
58346,68518.0,-0.34,-1.69,-0.4,119.02,78.12,-16.3
58347,68534.0,-0.98,-0.52,-0.94,374.02,93.75,-16.3
58348,68541.0,-1.18,0.28,-0.92,381.59,93.75,-16.3
58349,68548.0,-1.22,0.79,-0.82,310.85,109.38,-16.3
58350,68556.0,-1.11,0.93,-0.69,195.07,109.38,-16.3
58351,68563.0,-0.94,0.64,-0.51,91.74,125.0,-16.3
58352,68571.0,-0.81,0.13,-0.33,24.9,140.62,-16.3
58353,68578.0,-0.73,-0.29,-0.17,7.14,140.62,-16.3
58354,68585.0,-0.7,-0.62,0.02,13.37,125.0,-16.3
58355,68593.0,-0.73,-0.72,0.15,29.3,125.0,-16.3
58356,68601.0,-0.8,-0.6,0.25,40.71,109.38,-16.3
58357,68608.0,-0.89,-0.41,0.17,33.94,78.12,-16.36
58358,68616.0,-1.06,-0.06,-0.53,-16.66,46.88,-16.36
58359,68623.0,-0.96,0.43,-0.73,-83.37,0.0,-16.36
58360,68631.0,-0.46,0.43,-0.84,-95.95,-62.5,-16.36
58361,68638.0,-0.12,-0.07,-0.85,-85.94,-93.75,-16.36
58362,68646.0,-0.12,-0.52,-0.74,-69.34,-109.38,-16.36
58363,68653.0,-0.37,-0.88,-0.56,-41.75,-109.38,-16.36
58364,68661.0,-0.72,-0.99,-0.56,0.55,-109.38,-16.36
58365,68668.0,-0.99,-0.94,-0.67,40.89,-109.38,-16.36
58366,68675.0,-1.18,-0.77,-0.89,70.98,-125.0,-16.36
58367,68685.0,-1.34,-0.52,-1.17,110.47,-140.62,-16.36
58368,68691.0,-1.4,-0.34,-1.29,128.11,-140.62,-16.36
58369,68698.0,-1.44,-0.12,-1.33,149.84,-140.62,-16.36
58370,68706.0,-1.4,-0.02,-1.37,154.11,-109.38,-16.36
58371,68713.0,-1.35,0.17,-1.34,128.3,-78.12,-16.36
58372,68720.0,-1.45,0.44,-1.08,75.38,-62.5,-16.36
58373,68728.0,-1.67,0.57,-0.61,3.05,-62.5,-16.36
58374,68736.0,-1.78,0.41,-0.09,-99.06,-93.75,-16.36
58375,68743.0,-1.6,0.24,0.18,-169.25,-171.88,-16.36
58376,68750.0,-0.83,0.04,0.61,-203.37,-250.0,-16.36
58377,68758.0,0.23,-0.56,0.34,-182.98,-218.75,-16.36
58378,68766.0,0.17,-0.65,-0.12,-186.58,-203.12,-16.36
58379,68773.0,0.05,-0.69,-0.42,-154.85,-187.5,-16.36
58380,68781.0,0.3,-0.76,-0.58,-83.92,-140.62,-16.36
58381,68788.0,0.23,-0.75,-0.86,-22.83,-78.12,-16.36
58382,68796.0,0.49,-0.9,-1.13,52.12,0.0,-16.36
58383,68803.0,0.42,-0.56,-0.98,132.02,93.75,-16.36
58384,68811.0,-0.21,0.32,-1.19,150.27,171.88,-16.36
58385,68819.0,-0.51,0.69,-1.07,116.46,218.75,-16.36
58386,68826.0,-0.77,0.51,-0.83,67.44,234.38,-16.36
58387,68833.0,-0.87,0.19,-0.57,9.52,234.38,-16.36
58388,68840.0,-0.9,-0.13,-0.28,-28.99,218.75,-16.36
58389,68848.0,-1.03,-0.37,-0.07,-27.16,187.5,-16.36
58390,68856.0,-1.1,-0.59,0.01,6.29,140.62,-16.36
58391,68863.0,-1.2,-0.71,-0.06,48.22,125.0,-16.42
58392,68871.0,-1.29,-0.64,-0.2,76.97,78.12,-16.42
58393,68878.0,-1.26,-0.5,-0.29,103.7,46.88,-16.42
58394,68885.0,-1.18,-0.34,-0.44,121.34,31.25,-16.42
58395,68893.0,-1.12,-0.21,-0.58,121.52,15.62,-16.42
58396,68901.0,-1.07,-0.1,-0.67,114.44,0.0,-16.42
58397,68908.0,-1.04,0.03,-0.73,107.54,0.0,-16.42
58398,68916.0,-1.02,0.19,-0.79,99.18,0.0,-16.42
58399,68923.0,-1.01,0.3,-0.81,82.89,0.0,-16.42
58400,68931.0,-0.96,0.43,-0.82,54.08,0.0,-16.42
58401,68938.0,-0.89,0.52,-0.85,15.81,0.0,-16.42
58402,68946.0,-0.84,0.64,-0.71,-32.9,0.0,-16.42
58403,68953.0,-0.79,0.63,-0.62,-78.61,0.0,-16.42
58404,68961.0,-0.73,0.43,-0.54,-118.53,0.0,-16.42
58405,68968.0,-0.69,0.16,-0.45,-140.38,0.0,-16.42
58406,68976.0,-0.68,-0.14,-0.39,-132.93,15.62,-16.42
58407,68983.0,-0.73,-0.36,-0.37,-105.35,15.62,-16.42
58408,68991.0,-0.82,-0.51,-0.37,-63.42,15.62,-16.42
58409,68999.0,-0.87,-0.54,-0.41,-18.98,15.62,-16.42
58410,69005.0,-0.9,-0.4,-0.39,21.67,15.62,-16.42
58411,69013.0,-0.92,-0.24,-0.41,59.63,15.62,-16.42
58412,69021.0,-0.92,-0.16,-0.56,80.99,15.62,-16.42
58413,69028.0,-0.91,-0.11,-0.72,85.27,31.25,-16.42
58414,69036.0,-0.88,-0.04,-0.86,81.24,46.88,-16.42
58415,69043.0,-0.86,0.02,-0.89,70.5,62.5,-16.42
58416,69050.0,-0.87,0.06,-0.87,53.59,78.12,-16.42
58417,69058.0,-0.88,0.06,-0.81,29.42,93.75,-16.42
58418,69066.0,-0.88,0.06,-0.71,7.81,93.75,-16.42
58419,69073.0,-0.85,0.02,-0.65,-13.79,93.75,-16.42
58420,69081.0,-0.81,-0.02,-0.58,-32.23,93.75,-16.42
58421,69088.0,-0.8,-0.1,-0.48,-47.0,93.75,-16.42
58422,69095.0,-0.82,-0.22,-0.44,-60.79,78.12,-16.42
58423,69103.0,-0.85,-0.27,-0.49,-89.11,46.88,-16.42
58424,69111.0,-0.33,-0.29,-0.69,-121.64,62.5,-16.42
58425,69118.0,-0.71,-0.17,-0.77,-143.8,31.25,-16.48
58426,69125.0,-0.71,-0.11,-0.86,-148.68,0.0,-16.48
58427,69133.0,-0.59,-0.07,-0.83,-154.24,-15.62,-16.48
58428,69141.0,-0.57,0.05,-0.74,-170.04,-31.25,-16.48
58429,69148.0,-0.74,0.06,-0.76,-182.07,-31.25,-16.48
58430,69156.0,-1.03,0.09,-0.7,-180.85,-62.5,-16.48
58431,69163.0,-1.1,0.24,-0.48,-165.16,-93.75,-16.48
58432,69172.0,-1.5,-0.06,-0.88,-129.03,-140.62,-16.48
58433,69178.0,-1.36,-0.14,-0.75,-93.57,-140.62,-16.48
58434,69185.0,-1.14,-0.41,-0.78,-33.39,-140.62,-16.48
58435,69194.0,-1.1,-0.47,-0.61,25.94,-125.0,-16.48
58436,69201.0,-1.2,-0.2,-0.39,74.65,-109.38,-16.48
58437,69208.0,-1.29,-0.04,-0.37,92.53,-109.38,-16.48
58438,69215.0,-1.23,0.01,-0.33,75.87,-93.75,-16.48
58439,69223.0,-1.07,-0.11,-0.26,48.1,-93.75,-16.48
58440,69231.0,-0.95,-0.32,-0.11,18.13,-93.75,-16.48
58441,69238.0,-0.98,-0.41,0.08,-24.84,-109.38,-16.48
58442,69246.0,-0.97,-0.48,0.14,-67.2,-140.62,-16.48
58443,69253.0,-0.88,-0.54,0.09,-84.47,-218.75,-16.48
58444,69260.0,-0.43,-0.6,-0.12,-84.11,-296.88,-16.48
58445,69268.0,0.27,-0.48,-0.39,-84.84,-296.88,-16.48
58446,69276.0,0.42,-0.26,-0.69,-70.01,-218.75,-16.48
58447,69283.0,0.14,-0.25,-1.17,-62.87,-171.88,-16.48
58448,69291.0,0.39,-0.36,-1.46,-50.42,-140.62,-16.48
58449,69298.0,0.71,-0.49,-1.29,-12.94,-46.88,-16.48
58450,69306.0,0.42,0.03,-1.28,-11.54,62.5,-16.48
58451,69313.0,0.08,0.36,-1.21,-40.89,156.25,-16.48
58452,69321.0,-0.52,0.52,-0.99,-104.13,187.5,-16.48
58453,69328.0,-0.61,0.38,-0.81,-171.39,187.5,-16.48
58454,69336.0,-0.8,-0.05,-0.49,-220.4,218.75,-16.48
58455,69343.0,-0.52,-0.32,-0.35,-245.18,234.38,-16.48
58456,69351.0,-0.87,-0.58,-0.0,-247.07,203.12,-16.48
58457,69359.0,-0.91,-0.72,0.13,-211.18,187.5,-16.48
58458,69366.0,-1.11,-0.81,0.23,-169.92,156.25,-16.48
58459,69374.0,-1.24,-0.91,0.29,-130.13,109.38,-16.48
58460,69380.0,-1.22,-0.97,0.27,-96.31,78.12,-16.54
58461,69388.0,-1.11,-0.89,0.14,-64.39,62.5,-16.54
58462,69396.0,-0.99,-0.79,-0.03,-37.05,62.5,-16.54
58463,69403.0,-0.94,-0.79,-0.19,3.3,62.5,-16.54
58464,69411.0,-1.38,-0.55,-0.42,40.1,15.62,-16.54
58465,69418.0,-1.31,-0.54,-0.42,81.42,0.0,-16.54
58466,69425.0,-1.11,-0.6,-0.55,111.21,0.0,-16.54
58467,69433.0,-1.07,-0.47,-0.6,126.46,-15.62,-16.54
58468,69441.0,-0.83,-0.49,-0.65,139.77,0.0,-16.54
58469,69448.0,-0.82,-0.17,-0.76,143.43,-15.62,-16.54
58470,69456.0,-0.82,0.08,-0.91,137.08,-15.62,-16.54
58471,69463.0,-0.85,0.19,-1.03,119.32,-15.62,-16.54
58472,69470.0,-0.66,0.21,-1.09,93.2,0.0,-16.54
58473,69478.0,-0.58,0.26,-1.14,66.77,15.62,-16.54
58474,69486.0,-0.81,-0.06,-1.2,46.88,15.62,-16.54
58475,69493.0,-0.94,-0.67,-1.07,84.41,15.62,-16.54
58476,69500.0,-1.02,-0.66,-1.08,158.63,15.62,-16.54
58477,69508.0,-1.2,-0.59,-1.07,204.16,-31.25,-16.54
58478,69516.0,-1.05,-0.21,-0.8,214.9,-31.25,-16.54
58479,69523.0,-0.95,0.09,-0.52,193.79,-31.25,-16.54
58480,69531.0,-0.8,0.23,-0.18,142.33,-31.25,-16.54
58481,69539.0,-0.67,0.2,0.1,93.38,-15.62,-16.54
58482,69545.0,-0.64,0.08,0.12,59.88,0.0,-16.54
58483,69553.0,-0.68,-0.22,-0.26,41.99,0.0,-16.54
58484,69560.0,-0.68,-0.55,-0.56,41.26,0.0,-16.54
58485,69569.0,-0.72,-0.88,-0.69,77.45,15.62,-16.54
58486,69576.0,-0.37,-0.49,-0.95,124.69,62.5,-16.54
58487,69583.0,-0.56,-0.19,-1.07,118.16,93.75,-16.54
58488,69590.0,-0.75,-0.15,-0.93,86.79,125.0,-16.54
58489,69598.0,-0.9,-0.17,-0.81,60.61,140.62,-16.54
58490,69606.0,-0.93,-0.27,-0.73,46.51,140.62,-16.54
58491,69613.0,-0.92,-0.27,-0.54,31.19,156.25,-16.54
58492,69621.0,-0.91,-0.33,-0.43,19.1,156.25,-16.54
58493,69628.0,-0.91,-0.31,-0.4,-2.81,156.25,-16.54
58494,69635.0,-0.96,-0.22,-0.51,-42.3,140.62,-16.6
58495,69643.0,-0.94,-0.26,-0.59,-76.54,125.0,-16.6
58496,69651.0,-0.83,-0.32,-0.64,-95.95,93.75,-16.6
58497,69666.0,-0.85,-0.41,-0.75,-86.79,15.62,-16.6
58498,69673.0,-0.75,-0.42,-0.68,-71.11,-15.62,-16.6
58499,69682.0,-0.77,-0.41,-0.59,-65.98,-46.88,-16.6
58500,69696.0,-0.94,-0.33,-0.42,-67.32,-78.12,-16.6
58501,69703.0,-1.07,-0.2,-0.45,-52.8,-78.12,-16.6
58502,69710.0,-1.08,-0.16,-0.4,-27.71,-93.75,-16.6
58503,69719.0,-1.07,-0.13,-0.29,10.93,-109.38,-16.6
58504,69725.0,-1.04,0.02,-0.2,42.66,-109.38,-16.6
58505,69735.0,-1.03,0.14,-0.18,60.0,-125.0,-16.6
58506,69741.0,-1.04,0.27,-0.21,52.49,-140.62,-16.6
58507,69749.0,-0.98,0.18,-0.32,39.25,-140.62,-16.6
58508,69755.0,-0.92,0.05,-0.32,31.62,-140.62,-16.6
58509,69763.0,-0.88,-0.17,-0.32,21.18,-140.62,-16.6
58510,69771.0,-0.83,-0.28,-0.29,-5.62,-125.0,-16.6
58511,69778.0,-0.77,-0.26,-0.12,-40.95,-109.38,-16.6
58512,69786.0,-0.82,-0.1,-0.04,-80.75,-109.38,-16.6
58513,69793.0,-0.77,-0.01,-0.06,-121.09,-125.0,-16.6
58514,69800.0,-0.59,-0.01,-0.11,-130.98,-156.25,-16.6
58515,69808.0,-0.35,-0.1,-0.23,-128.97,-203.12,-16.6
58516,69816.0,-0.18,-0.14,-0.5,-120.06,-203.12,-16.6
58517,69823.0,-0.13,-0.29,-0.83,-114.2,-187.5,-16.6
58518,69831.0,0.04,-0.54,-1.12,-103.88,-156.25,-16.6
58519,69838.0,0.15,-0.6,-1.13,-86.55,-109.38,-16.6
58520,69845.0,0.16,-0.48,-1.01,-67.5,-46.88,-16.6
58521,69853.0,-0.02,-0.45,-0.89,-63.48,15.62,-16.6
58522,69861.0,-0.26,-0.48,-0.76,-54.57,62.5,-16.6
58523,69868.0,-0.41,-0.51,-0.71,-49.13,93.75,-16.6
58524,69875.0,-0.58,-0.56,-0.68,-49.74,109.38,-16.6
58525,69883.0,-0.73,-0.61,-0.65,-52.06,109.38,-16.6
58526,69891.0,-0.87,-0.62,-0.64,-51.94,93.75,-16.66
58527,69898.0,-0.93,-0.63,-0.65,-51.57,78.12,-16.66
58528,69906.0,-0.89,-0.65,-0.66,-53.47,62.5,-16.66
58529,69915.0,-0.83,-0.66,-0.7,-51.7,62.5,-16.66
58530,69920.0,-0.82,-0.67,-0.72,-47.42,46.88,-16.66
58531,69928.0,-0.84,-0.7,-0.75,-40.59,46.88,-16.66
58532,69935.0,-0.87,-0.72,-0.79,-30.09,46.88,-16.66
58533,69944.0,-0.9,-0.71,-0.8,-15.38,31.25,-16.66
58534,69951.0,-0.89,-0.68,-0.81,-3.66,31.25,-16.66
58535,69958.0,-0.92,-0.66,-0.76,5.13,31.25,-16.66
58536,69965.0,-0.85,-0.65,-0.76,13.24,15.62,-16.66
58537,69973.0,-0.83,-0.61,-0.74,18.98,15.62,-16.66
58538,69981.0,-0.84,-0.58,-0.68,22.16,15.62,-16.66
58539,69988.0,-0.84,-0.53,-0.64,24.78,0.0,-16.66
58540,69996.0,-0.75,-0.51,-0.62,24.05,0.0,-16.66
58541,70003.0,-0.67,-0.51,-0.63,23.44,0.0,-16.66
58542,70010.0,-0.66,-0.49,-0.65,23.25,0.0,-16.66
58543,70018.0,-0.64,-0.49,-0.63,22.58,0.0,-16.66
58544,70026.0,-0.6,-0.48,-0.63,21.73,0.0,-16.66
58545,70033.0,-0.6,-0.48,-0.63,19.71,0.0,-16.66
58546,70042.0,-0.61,-0.47,-0.62,15.87,0.0,-16.66
58547,70048.0,-0.62,-0.47,-0.64,14.89,0.0,-16.66
58548,70056.0,-0.62,-0.49,-0.64,13.85,0.0,-16.66
58549,70063.0,-0.61,-0.47,-0.64,11.96,0.0,-16.66
58550,70071.0,-0.6,-0.47,-0.63,10.07,0.0,-16.66
58551,70078.0,-0.58,-0.46,-0.63,8.61,0.0,-16.66
58552,70093.0,-0.56,-0.44,-0.62,6.77,0.0,-16.66
58553,70100.0,-0.57,-0.43,-0.6,6.96,0.0,-16.66
58554,70109.0,-0.57,-0.42,-0.59,4.21,0.0,-16.66
58555,70116.0,-0.59,-0.41,-0.59,0.55,0.0,-16.66
58556,70124.0,-0.58,-0.42,-0.58,-2.81,0.0,-16.66
58557,70130.0,-0.58,-0.43,-0.61,-5.74,0.0,-16.66
58558,70138.0,-0.6,-0.44,-0.6,-7.32,0.0,-16.66
58559,70145.0,-0.61,-0.47,-0.62,-7.26,0.0,-16.72
58560,70154.0,-0.61,-0.49,-0.64,-5.55,15.62,-16.72
58561,70161.0,-0.63,-0.5,-0.65,-2.32,15.62,-16.72
58562,70168.0,-0.65,-0.51,-0.67,0.73,15.62,-16.72
58563,70175.0,-0.66,-0.53,-0.68,4.03,15.62,-16.72
58564,70183.0,-0.67,-0.53,-0.66,6.77,15.62,-16.72
58565,70191.0,-0.69,-0.54,-0.67,8.97,15.62,-16.72
58566,70198.0,-0.69,-0.55,-0.66,10.31,0.0,-16.72
58567,70206.0,-0.67,-0.54,-0.66,11.23,0.0,-16.72
58568,70213.0,-0.66,-0.55,-0.65,12.21,0.0,-16.72
58569,70220.0,-0.66,-0.54,-0.66,13.12,0.0,-16.72
58570,70228.0,-0.64,-0.56,-0.69,14.1,0.0,-16.72
58571,70236.0,-0.63,-0.57,-0.69,14.34,0.0,-16.72
58572,70243.0,-0.63,-0.57,-0.69,14.28,0.0,-16.72
58573,70250.0,-0.61,-0.56,-0.69,13.85,0.0,-16.72
